playerName,playerId,teamName,teamId,primaryPosition,positionGroup,minutesPlayed,averageBallPossession,totalShots,inaccuratePasses,dispossessed,unsuccessfulDribbles,keyPasses,assists,expectedAssists,goals,expectedGoals,marketValue,PEA,PEA/90,total_sca,direct_sca,secondary_sca,direct_pass_sca,direct_balltouch_sca,direct_foul_sca,direct_takeon_sca,direct_cornerawarded_sca,direct_savedshot_sca,direct_shotonpost_sca,direct_goodskill_sca,secondary_pass_sca,secondary_balltouch_sca,secondary_foul_sca,secondary_takeon_sca,secondary_cornerawarded_sca,secondary_savedshot_sca,secondary_shotonpost_sca,secondary_goodskill_sca,SCA/90,adjPEA/90,adjSCA/90,usageRate,attackingInvolvement,teamTotalPEA,teamTotalSCA,RCE
Reiss Nelson,826139,Brentford,50,RW,Winger,152,47.61,5,6,4,7,2,1,0.12,0,0.71,8800000.0,22,13.03,6,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,13.68,3.73,0.006,0.012,3707,519,2.0
Nathaniel Clyne,43215,Crystal Palace,7,DR,Fullback,604,45.92,3,37,1,3,3,1,0.68,0,0.43,280000.0,44,6.56,7,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,7.14,1.13,0.012,0.012,3757,568,1.0
Jack Harrison,829570,Leeds United,34,RW,Winger,263,45.74,6,24,0,4,2,0,0.24,0,0.28,7000000.0,34,11.63,6,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.05,12.71,2.24,0.01,0.01,3578,580,1.0
Hwang Hee-chan,786186,Wolverhampton,3,ST,Striker,1461,42.82,19,93,11,16,15,2,1.58,2,2.39,5500000.0,139,8.56,27,16.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.66,10.0,1.94,0.044,0.058,3167,466,1.318
Romain Esse,1438837,Crystal Palace,7,RW,Winger,54,45.92,0,7,2,1,0,0,0.04,0,0.0,10900000.0,10,16.67,0,,,,,,,,,,,,,,,,,,,0.0,18.15,0.0,0.003,0.0,3757,568,0.0
John Stones,152077,Manchester City,17,DC,Centerback,449,60.5,0,20,1,0,1,0,0.09,0,0.0,10900000.0,21,4.21,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.48,0.17,0.005,0.001,4135,916,0.2
Ryan Sessegnon,836698,Fulham,43,DL,Fullback,1822,51.71,16,160,18,16,14,1,1.81,3,1.61,21000000.0,210,10.37,30,14.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.48,10.03,1.43,0.058,0.045,3626,674,0.776
Alexander Isak,823941,Liverpool FC,44,ST,Striker,714,59.21,17,33,7,9,2,1,0.1,3,2.65,88000000.0,66,8.32,6,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,7.03,0.64,0.017,0.007,3807,878,0.412
Pedro Lima,1597270,Wolverhampton,3,DR,Fullback,271,42.82,4,20,4,2,3,0,0.37,0,0.34,3900000.0,30,9.96,5,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.66,11.63,1.94,0.009,0.011,3167,466,1.222
Joe Worrall,838399,Burnley,6,DC,Centerback,517,42.29,1,30,0,0,0,0,0.02,0,0.08,1900000.0,31,5.4,0,,,,,,,,,,,,,,,,,,,0.0,6.38,0.0,0.009,0.0,3487,501,0.0
Chadi Riad,1064218,Crystal Palace,7,DC,Centerback,554,45.92,4,51,3,0,1,1,0.13,0,0.33,19400000.0,58,9.42,4,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,10.26,0.71,0.015,0.007,3757,568,0.467
Jack Fletcher,1402726,Manchester United,35,MC,Midfielder,107,51.79,1,8,4,0,2,0,0.03,0,0.03,1600000.0,13,10.93,3,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,10.55,2.43,0.003,0.004,3756,834,1.333
Tolu Arokodare,987734,Wolverhampton,3,ST,Striker,1438,42.82,47,107,22,14,12,1,0.45,3,5.46,18200000.0,190,11.89,21,13.0,8.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.31,13.88,1.53,0.06,0.045,3167,466,0.75
Loum Tchaouna,1004505,Burnley,6,RW,Winger,1316,42.29,23,85,17,14,13,1,0.93,2,1.25,13800000.0,139,9.51,22,13.0,9.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,11.24,1.77,0.04,0.044,3487,501,1.1
Tyler Dibling,1174472,Everton,48,RW,Winger,371,43.63,4,14,10,14,4,0,0.16,0,0.2,15700000.0,42,10.19,9,5.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,11.68,2.5,0.012,0.016,3490,575,1.333
Oliver Scarles,1150952,West Ham United,37,ML,Fullback,668,42.53,3,54,0,7,5,0,0.31,0,0.18,9100000.0,64,8.62,13,6.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,10.13,2.06,0.019,0.026,3447,499,1.368
Joe Willock,888550,Newcastle United,39,MC,Midfielder,1011,52.61,17,57,12,10,14,2,1.1,0,1.26,14500000.0,96,8.55,23,14.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.05,8.13,1.95,0.026,0.035,3629,655,1.346
Justin Kluivert,851596,Bournemouth,60,AM,Midfielder,951,50.18,17,65,15,15,21,0,1.53,2,2.32,24000000.0,112,10.6,34,22.0,12.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,10.56,3.21,0.03,0.055,3742,614,1.833
Max Kilman,894474,West Ham United,37,DC,Centerback,1565,42.53,7,83,5,1,4,0,0.31,0,0.57,12600000.0,96,5.52,5,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,6.49,0.34,0.028,0.01,3447,499,0.357
Evann Guessand,930245,Crystal Palace,7,ST,Striker,933,45.92,11,33,28,25,5,2,1.02,1,1.56,24000000.0,97,9.36,18,6.0,12.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.74,10.19,1.89,0.026,0.032,3757,568,1.231
Jackson Tchatchoua,1096210,Wolverhampton,3,DR,Fullback,1855,42.82,2,129,7,9,21,1,1.69,0,0.33,13200000.0,147,7.13,31,21.0,10.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,8.33,1.75,0.046,0.067,3167,466,1.457
Rodrigo Muniz,1015256,Fulham,43,ST,Striker,997,51.71,32,76,12,7,8,1,0.14,1,3.34,22000000.0,127,11.46,12,7.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,11.08,1.04,0.035,0.018,3626,674,0.514
James McAtee,1003334,Nottingham Forest,14,AM,Midfielder,321,46.76,4,19,9,6,6,1,0.37,0,0.17,16200000.0,38,10.65,7,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.96,11.39,2.1,0.011,0.012,3445,570,1.091
Lucas Pires,1136896,Burnley,6,DL,Fullback,1406,42.29,16,90,12,10,20,0,1.48,0,0.58,4300000.0,128,8.19,31,19.0,12.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.98,9.68,2.34,0.037,0.062,3487,501,1.676
Josh Dasilva,856260,Brentford,50,MC,Midfielder,21,47.61,1,1,0,0,1,0,0.0,0,0.08,1500000.0,2,8.57,0,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,0.001,0.0,3707,519,0.0
Dilane Bakwa,963298,Nottingham Forest,14,RW,Winger,552,46.76,9,41,5,13,11,2,1.01,0,0.55,26000000.0,68,11.09,20,14.0,6.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.26,11.86,3.49,0.02,0.035,3445,570,1.75
Jean-Clair Todibo,945217,West Ham United,37,DC,Centerback,1817,42.53,2,99,1,5,5,1,0.33,0,0.24,24000000.0,107,5.3,6,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,6.23,0.35,0.031,0.012,3447,499,0.387
Matt Doherty,143047,Wolverhampton,3,DR,Fullback,791,42.82,3,58,3,0,3,0,0.18,0,0.09,1000000.0,64,7.28,4,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,8.5,0.54,0.02,0.009,3167,466,0.45
Destiny Udogie,983572,Tottenham Hotspur,33,DL,Fullback,1340,50.37,4,85,12,12,12,1,0.75,0,0.19,28000000.0,113,7.59,24,13.0,11.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,7.53,1.6,0.031,0.042,3597,571,1.355
Séamus Coleman,76632,Everton,48,DR,Fullback,39,43.63,0,0,0,0,1,0,0.16,0,0.0,220000.0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,2.65,0.0,0.002,3490,575,0.0
Thierno Barry,1395746,Everton,48,ST,Striker,1932,43.63,38,143,23,21,12,0,0.47,8,8.15,31000000.0,225,10.48,18,12.0,6.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.84,12.01,0.96,0.064,0.031,3490,575,0.484
Axel Tuanzebe,817979,Burnley,6,DC,Centerback,1202,42.29,2,88,0,0,0,0,0.14,1,0.61,4600000.0,90,6.74,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.97,0.35,0.026,0.008,3487,501,0.308
Jorrel Hato,1153079,Chelsea,38,DL,Fullback,1159,57.74,4,61,4,6,8,0,0.63,0,0.31,41000000.0,75,5.82,16,8.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,5.04,1.07,0.023,0.023,3277,697,1.0
Merlin Röhl,1064082,Everton,48,MC,Midfielder,694,43.63,11,38,15,8,6,0,0.32,1,0.78,14700000.0,72,9.34,11,6.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.43,10.7,1.64,0.021,0.019,3490,575,0.905
Facundo Buonanotte,1117025,Leeds United,34,RW,Winger,86,45.74,2,8,0,0,3,0,0.28,0,0.06,10900000.0,10,10.47,4,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.19,11.45,4.58,0.003,0.007,3578,580,2.333
Fer López,1526628,Wolverhampton,3,MC,Midfielder,236,42.82,5,28,6,4,3,1,0.61,0,0.16,17500000.0,43,16.4,8,4.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,19.15,3.56,0.014,0.017,3167,466,1.214
Radu Drăguşin,997103,Tottenham Hotspur,33,DC,Centerback,541,50.37,4,53,2,0,0,0,0.02,0,0.32,14800000.0,59,9.82,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,9.75,0.33,0.016,0.004,3597,571,0.25
Jacob Bruun Larsen,809276,Burnley,6,LW,Winger,1038,42.29,17,54,11,25,12,1,1.17,0,1.38,4400000.0,107,9.28,22,12.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.91,10.97,2.26,0.031,0.044,3487,501,1.419
Joe Gomez,318927,Liverpool FC,44,DC,Centerback,644,59.21,5,65,6,3,6,2,0.66,0,0.27,12600000.0,79,11.04,10,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,9.32,1.18,0.021,0.011,3807,878,0.524
Harvey Elliott,955245,Aston Villa,40,MC,Midfielder,117,53.55,5,13,0,0,1,0,0.09,0,0.29,21000000.0,18,13.85,3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,12.93,2.16,0.005,0.004,3295,667,0.8
Eliezer Mayenda,1168588,Sunderland,41,ST,Striker,770,44.84,13,29,21,21,4,0,0.21,2,2.15,16600000.0,84,9.82,8,6.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.94,10.95,1.05,0.025,0.017,3339,465,0.68
Toti Gomes,973418,Wolverhampton,3,DC,Centerback,1427,42.82,5,115,5,2,6,0,0.31,0,0.53,18700000.0,127,8.01,9,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,9.35,0.67,0.04,0.019,3167,466,0.475
Justin Devenny,1084311,Crystal Palace,7,MC,Midfielder,830,45.92,13,68,11,11,7,0,0.38,1,2.62,11500000.0,103,11.17,16,7.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.73,12.16,1.88,0.027,0.028,3757,568,1.037
Joshua Zirkzee,917007,Manchester United,35,ST,Striker,666,51.79,25,63,13,4,11,1,0.35,2,2.95,21000000.0,105,14.19,21,11.0,10.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,13.7,2.74,0.028,0.025,3756,834,0.893
Nilson Angulo,1116571,Sunderland,41,LW,Winger,413,44.84,7,21,5,9,3,0,0.11,0,0.78,16500000.0,42,9.15,11,6.0,5.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.4,10.2,2.68,0.013,0.024,3339,465,1.846
Adam Smith,44566,Bournemouth,60,DR,Fullback,1095,50.18,0,80,2,0,5,2,0.25,0,0.0,310000.0,82,6.74,9,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.74,6.72,0.74,0.022,0.015,3742,614,0.682
Adama Traoré,286165,West Ham United,37,RW,Winger,450,42.53,7,23,14,8,3,0,0.58,0,0.69,5700000.0,52,10.4,8,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.6,12.23,1.88,0.015,0.016,3447,499,1.067
Simon Adingra,1110842,Sunderland,41,LW,Winger,665,44.84,6,39,12,19,7,0,0.61,1,0.35,23000000.0,76,10.29,13,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.76,11.47,1.96,0.023,0.028,3339,465,1.217
Hamed Junior Traorè,892924,Bournemouth,60,AM,Midfielder,16,50.18,0,0,0,0,1,1,0.0,0,0.0,14100000.0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,0.0,5.6,0.0,0.002,3742,614,0.0
Carlos Alcaraz,1017392,Everton,48,MC,Midfielder,730,43.63,20,56,9,8,10,1,0.54,0,1.24,14600000.0,93,11.47,14,10.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.73,13.14,1.98,0.027,0.024,3490,575,0.889
Bendito Mantato,1545190,Manchester United,35,RW,Winger,15,51.79,0,0,0,0,1,0,0.01,0,0.0,360000.0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.79,0.0,0.001,3756,834,0.0
Divine Mukasa,1467990,Manchester City,17,MC,Midfielder,25,60.5,0,1,2,0,2,0,0.21,0,0.0,4900000.0,3,10.8,3,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.8,8.93,8.93,0.001,0.003,4135,916,3.0
Andrés García,1457536,Aston Villa,40,DR,Fullback,105,53.55,0,0,1,0,0,0,0.01,0,0.0,6500000.0,1,0.86,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.8,0.8,0.0,0.001,3295,667,0.0
Romaine Mundle,1094440,Sunderland,41,LW,Winger,412,44.84,7,15,14,8,1,0,0.47,0,0.86,6800000.0,44,9.61,5,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.09,10.72,1.22,0.013,0.011,3339,465,0.846
Tom Watson,1167066,Brighton & Hove Albion,30,LW,Winger,73,54.08,1,5,0,0,0,0,0.04,0,0.04,7500000.0,6,7.4,0,,,,,,,,,,,,,,,,,,,0.0,6.84,0.0,0.002,0.0,3682,680,0.0
Enes Ünal,336655,Bournemouth,60,ST,Striker,259,50.18,15,18,8,3,1,0,0.07,1,2.0,6800000.0,44,15.29,6,5.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,15.24,2.07,0.012,0.01,3742,614,0.833
Ben Gannon-Doak,1154861,Bournemouth,60,RW,Winger,122,50.18,3,11,0,6,1,1,0.12,0,0.26,14600000.0,20,14.75,3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,14.7,2.2,0.005,0.005,3742,614,1.0
Alex Tóth,1476524,Bournemouth,60,MC,Midfielder,185,50.18,2,8,2,3,5,0,0.33,0,0.11,13100000.0,15,7.3,6,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,7.27,2.91,0.004,0.01,3742,614,2.5
Randal Kolo Muani,871706,Tottenham Hotspur,33,ST,Striker,1670,50.37,20,97,37,38,20,1,1.77,1,2.18,18200000.0,192,10.35,32,21.0,11.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.72,10.27,1.71,0.053,0.056,3597,571,1.057
Lyle Foster,901907,Burnley,6,ST,Striker,1372,42.29,20,84,32,12,10,2,0.49,3,3.25,8300000.0,148,9.71,19,12.0,7.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.25,11.48,1.48,0.042,0.038,3487,501,0.905
Luís Guilherme,1016893,West Ham United,37,LW,Winger,121,42.53,1,3,5,4,1,0,0.04,0,0.07,12500000.0,13,9.67,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,11.37,1.75,0.004,0.004,3447,499,1.0
Liam Delap,997087,Chelsea,38,ST,Striker,1139,57.74,36,57,22,3,3,0,0.22,1,4.47,26000000.0,118,9.32,12,5.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.95,8.07,0.82,0.036,0.017,3277,697,0.472
Zeki Amdouni,990550,Burnley,6,ST,Striker,69,42.29,3,1,1,3,0,0,0.02,0,0.24,7600000.0,8,10.43,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,12.33,1.54,0.002,0.002,3487,501,1.0
Pablo Felipe,1101174,West Ham United,37,ST,Striker,826,42.53,12,53,17,5,14,1,1.12,0,1.05,18500000.0,87,9.48,0,,,,,,,,,,,,,,,,,,,0.0,11.15,0.0,0.025,0.0,3447,499,0.0
Mike Trésor,826183,Burnley,6,LW,Winger,63,42.29,0,4,2,0,1,0,0.0,0,0.0,2100000.0,6,8.57,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,10.13,1.69,0.002,0.002,3487,501,1.0
Jonah Kusi-Asare,1503757,Fulham,43,ST,Striker,79,51.71,0,5,0,0,1,0,0.01,0,0.0,3300000.0,5,5.7,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,5.51,1.1,0.001,0.001,3626,674,1.0
Trey Nyoni,1445945,Liverpool FC,44,MC,Midfielder,47,59.21,1,2,1,0,1,0,0.02,0,0.37,8500000.0,4,7.66,3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,6.47,4.85,0.001,0.003,3807,878,3.0
Quilindschy Hartman,1392044,Burnley,6,DL,Fullback,1830,42.29,9,179,6,7,20,5,1.99,0,0.34,15500000.0,201,9.89,29,21.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.43,11.69,1.69,0.058,0.058,3487,501,1.0
Christantus Uche,1884145,Crystal Palace,7,ST,Striker,193,45.92,6,24,7,0,0,0,0.03,0,0.49,13200000.0,37,17.25,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.93,18.78,1.01,0.01,0.004,3757,568,0.4
Yoane Wissa,805123,Newcastle United,39,ST,Striker,539,52.61,13,28,6,11,4,1,0.56,1,3.12,23000000.0,58,9.68,7,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,9.2,1.11,0.016,0.011,3629,655,0.688
Josh Laurent,552036,Burnley,6,MC,Midfielder,1783,42.29,14,141,15,10,12,0,0.49,1,0.85,1500000.0,180,9.09,18,12.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.91,10.75,1.08,0.052,0.036,3487,501,0.692
Dane Scarlett,998772,Tottenham Hotspur,33,ST,Striker,21,50.37,0,2,1,0,0,0,0.01,0,0.0,1400000.0,3,12.86,0,,,,,,,,,,,,,,,,,,,0.0,12.77,0.0,0.001,0.0,3597,571,0.0
Sam Byram,254713,Leeds United,34,DL,Fullback,18,45.74,0,3,0,0,0,0,0.0,0,0.0,390000.0,3,15.0,0,,,,,,,,,,,,,,,,,,,0.0,16.4,0.0,0.001,0.0,3578,580,0.0
Joel Drakes-Thomas,2007717,Crystal Palace,7,MR,Fullback,25,45.92,0,3,0,0,0,0,0.0,0,0.0,1400000.0,3,10.8,0,,,,,,,,,,,,,,,,,,,0.0,11.76,0.0,0.001,0.0,3757,568,0.0
Joël Piroe,850823,Leeds United,34,ST,Striker,315,45.74,14,18,5,2,1,0,0.13,0,0.96,9100000.0,39,11.14,6,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.71,12.18,1.87,0.011,0.01,3578,580,0.909
Rico Henry,599128,Brentford,50,DL,Fullback,1334,47.61,5,111,9,15,4,1,0.55,0,0.18,13800000.0,140,9.45,12,6.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.81,9.92,0.85,0.038,0.023,3707,519,0.605
Harry Howell,1627806,Brighton & Hove Albion,30,RW,Winger,93,54.08,0,5,2,1,0,0,0.03,0,0.0,7300000.0,8,7.74,0,,,,,,,,,,,,,,,,,,,0.0,7.16,0.0,0.002,0.0,3682,680,0.0
Ashley Barnes,27028,Burnley,6,ST,Striker,92,42.29,2,9,2,0,0,0,0.04,0,0.25,145000.0,13,12.72,0,,,,,,,,,,,,,,,,,,,0.0,15.04,0.0,0.004,0.0,3487,501,0.0
Armando Broja,996985,Burnley,6,ST,Striker,874,42.29,16,46,20,16,5,1,0.23,1,2.15,4500000.0,98,10.09,10,8.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,11.93,1.22,0.028,0.02,3487,501,0.714
Shumaira Mheuka,1402787,Chelsea,38,ST,Striker,9,57.74,0,1,0,0,0,0,0.0,0,0.0,2900000.0,1,10.0,0,,,,,,,,,,,,,,,,,,,0.0,8.66,0.0,0.0,0.0,3277,697,0.0
Kaye Furo,1403098,Brentford,50,ST,Striker,9,47.61,0,0,0,0,0,0,0.0,0,0.0,7600000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3707,519,0.0
Jaydon Banel,1142573,Burnley,6,LW,Winger,9,42.29,0,0,0,0,0,0,0.0,0,0.0,950000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3487,501,0.0
Bradley Burrowes,1899712,Aston Villa,40,ST,Striker,16,53.55,0,2,0,0,0,0,0.0,0,0.0,1800000.0,2,11.25,0,,,,,,,,,,,,,,,,,,,0.0,10.5,0.0,0.001,0.0,3295,667,0.0
